"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50525","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","125",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50525","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","95",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50527","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","58",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50527","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","17",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50527","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","30",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50527","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","29",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50527","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","30",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50528","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","85",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50528","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","30",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50528","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","48",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50528","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","38",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50528","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","45",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50529","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","5",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50529","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","5",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50529","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","4",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50530","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","139",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50530","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","48",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50530","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","72",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50530","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","54",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50530","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","66",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50531","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","58",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50531","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","17",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50531","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","40",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50531","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","30",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50531","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","38",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50532","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","97",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50532","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","36",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50532","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","47",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50532","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","28",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50532","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","53",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50533","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","164",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50533","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","52",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50533","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","95",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50533","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","69",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50533","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","68",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50535","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","105",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50535","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","32",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50535","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","64",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50535","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","43",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50535","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","50",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50536","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","350",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50536","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","81",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50536","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","185",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50536","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","112",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50536","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","113",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50538","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","55",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50538","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","29",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50538","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","26",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50538","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","27",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50538","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","28",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50539","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","77",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50539","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","18",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50539","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","55",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50539","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","33",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50539","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","39",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50540","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","153",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50540","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","34",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50540","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","106",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50540","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","84",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50540","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","78",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50541","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","110",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50541","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","28",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50541","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","58",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50541","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","47",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50541","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","49",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50542","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","80",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50542","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","28",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50542","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","43",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50542","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","27",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50542","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","30",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50543","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","137",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50543","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","38",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50543","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","75",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50543","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","49",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50543","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","48",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50544","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","37",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50544","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","8",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50544","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","27",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50544","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","23",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50544","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","27",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50545","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","40",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50545","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","7",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50545","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","32",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50545","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","24",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50545","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","28",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50546","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","80",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50546","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","20",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50546","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","48",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50546","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","39",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50546","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","45",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50548","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","328",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50548","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","101",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50548","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","199",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50548","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","130",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50548","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","124",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50551","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","51",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50551","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","10",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50551","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","27",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50551","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","24",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50551","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","25",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50552","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","1",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50552","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","1",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50554","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","164",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50554","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","50",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50554","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","84",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50554","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","63",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50554","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","63",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50556","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","86",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50556","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","15",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50556","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","57",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50556","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","41",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50556","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","49",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50557","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","94",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50557","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","26",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50557","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","58",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50557","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","27",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50557","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","42",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50558","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","119",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50558","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","41",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50558","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","70",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50558","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","36",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50558","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","59",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50559","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","60",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50559","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","18",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50559","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","35",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50559","","00000000","","PRODUCERS","PRODUCERS, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","20",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50559","","00000000","","PRODUCERS","PRODUCERS, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","25",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50560","","00000000","","PRODUCERS","PRODUCERS, (ALL) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","118",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50560","","00000000","","PRODUCERS","PRODUCERS, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","35",""
"CENSUS","2017","YEAR","","ZIP CODE","IOWA","19","","","","","50560","","00000000","","PRODUCERS","PRODUCERS, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","71",""
